ilan_linki,aciklama,fiyat,ilan_no,ilan_tarihi,marka,seri,model,yıl,km,vites,yakıt,kasa,renk,motor_hacmi,motor_gücü,çekiş,boya_durumu,takasa_uygunluk,kimden,orjinal_parcalar,lokal_boyalı_parcalar,boyalı_parcalar,değişmiş_parcalar,belirtilmemiş_parcalar
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2020-model/29745700,"2020 MODEL WOLKSWAGEN PASSAT   
HATASIZ BOYASIZ TEMİZ GÖRÜLMEYE DEĞER 17 BİNDE",2079000,29745700.0,19 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2020.0,17.000 km,Otomatik,Dizel,Sedan,Gri,,,,İkinci El,Takasa Uygun,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/2016-boyasiz-vw-passat-129km-cam-tavan-k-ayna-led-far-far-yikama/29411092,"**---- Akyüzler Otomotiv Sorgun ----**

**Firmamız 2.El Taşıt Ticareti İçin**

**Ticaret Bakanlığı Tarafından 6600067 No'lu Yetki Belgesi İle Yetkilendirilmiştir.**

**2016 Model Volkswagen Passat 1.6 Tdi Bmt Comfortline Manuel Vites**

**Aracımızda Hata Boya Değişen Yoktur.**

**Tramer Kaydı Yoktur.**

**Aracımızın Kasasında Ezik Göçük Yoktur.**

**İç Aksamında Yanık Yırtık Deformasyon Yoktur.**

**Aracımızın Komple Bakımları Yenidir.**

**Yedek Anahtar, Kullanım Kitapçıkları Ve Stepnesi Mevcuttur.**

**-- Donanımlar --**

**Panoramik Cam Tavan**

**Katlanır Ayna**

**Led Far**

**Far Yıkama**

**İstanbul Jant**

**İçi Siyah Döşeme**

**Analog Saat**

**Hız Sabitleyici**

**Hız Sınırlayıcı**

**Airbag**

**Çift Yönlü Klima**

**Kol Dayama**

**Yol Bİlgisayarı**

**Stepne**

**4 Cam Otomatik**

**----------------------------------------------------------------------------**

**NOT- Araçlarımız Km Ve Ekspertiz Garantilidir. Söylenilen Harici Bir Şey Çıkması Durumunda Tüm Masraflarınız Tarafımızca Karşılanacaktır.**

**Sorgun Oto PLaza Akyüzler Otomotiv F1/F2 Sorgun / Yozgat**",1487500,29411092.0,02 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016.0,129.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-hatasiz-otomatik/30712419,ARACIMIN TÜM AĞIR BAKIMLARI YAPILDI 20BİN ÖNCE TRİGER DEĞİŞTİ SIVI BAKIMLARI YAPILDI DEĞİŞEN YOK YANDA 3 UFAK LOKAL VAR KAPI ÇAMURLUKTA HARİCİ HATASIZ,1215000,30712419.0,04 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016.0,240.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-trendline-2014-model/29720199,SAHIBINDEN 2013 PASSAT DİZEL OTOMATİK,880000,29720199.0,22 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2013.0,224.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598 cc,105 hp,Önden Çekiş,İkinci El,,Sahibinden,-,-,-,-,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/2013-cikisli-ici-bej-hatasiz-boyasiz-tramersiz-dsg-vw-passat/30876262,"VOLKSWAGEN PASSAT   
1.6 TDI BLUEMOTİON   
COMFORTLİNE  
OTOMATİK( DSG )  
Aracın Motoru Yürüyeni Sorunsuzdur.  
Bakımlı bir Araçtır.  
Vites geçişleri Kavraması çok iyi durumdadir.  
Araçta Değişen Parça Yoktur.  
Aracta boyalı parça yoktur .  
Hasar Kaydı YOK  
Aracın Detaylı Temizliği Boya Koruma işlemi Yapılmıştır.  
Araçta Çalışmayan Aksam Yoktur.  
ÖZELLİKLER  
ÇİFT YÖNLÜ KLİMA(Aktif)  
4 CAM OTOMATİK  
MERKEZİ KİLİT   
ELEKTİRİKLİ ELFRENİ  
VİRAJ AYDINLATMA   
MULTİMEDYA EKRAN  
START-STOP  
ÖN,ARKA PARK SENSÖRÜ  
YOL BİLGİSAYARI  
ÇİFT RENK İÇ DİZAYN  
ÖN VE ARKA KOL DAYAMA  
CAM FİLMİ  
ÇELİK JANT   
KARARAN DİKİZ AYNASI  
AUTO HOLD  
FAR SENSÖRÜ  
ROBOT KOLTUK  
ALICISINA ŞİMDİDEN HAYIRLI OLSUN  
PAZARLIK OLUR…  
TAKAS SEÇENEKLERİNİZ DEĞERLENDİRİLİR",840000,30876262.0,10 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012.0,288.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-impression/dostagider-2018-cikisli-hatasiz-passat-makyajli-kasa-sifir-vize/29067535,"Merhabalar aracımız yeni makyajlı kasa amblemden kameralı aracımız 1.6 dizel otomatik motor şanzıman geçişleri yürüyeni alt takımı mükemmel durumdadır kilometresi uzun yolda yapılmıştır bakımları aksatılmadan yapılmıştır yağ yakma duman atma vites geçişlerinde herhangi hissetme kesinlikle yoktur içinde dışında deforme çalışmayan aksamı yoktur vizesi yeni yapılmıştır aracımız 1 sağ arka kapı değişen haricinde hata kaza lokal boya dahi yoktur 3.500 tl küçük hasar kaydı vardır alıcısına şimdiden hayırlı olsun   
DONANIM LİSTESİ  
  
  
  
ÇARPIŞMA ÖNLEYİCİ SİSTEM  
  
START & STOP  
  
GERİ GÖRÜŞ KAMERASI  
  
APP CONNECT  
  
ELEKTRONİK PARK FRENİ  
  
ANAHTARSIZ ÇALIŞTIRMA (KEYLESS-GO)  
  
AUTO HOLD (YOKUŞ KALKIŞ DESTEK )  
  
FOLLOW ME HOME ( REFAKATÇİ AYDINLATMA )  
  
YORGUNLUK ALGILAMA SİSTEMİ   
  
ÖN VE ARKA PARK SENSÖRLERİ  
  
YOL BİLGİSAYARI  
  
DOUBLE RENKLİ EKRAN DOKUNMATİK / HAFIZA KART & CD ÇALAR  
  
LASTİK BASINÇ KONTROL SİSTEMİ  
  
DİZ DESTEKLİ ÖN KOLTUKLAR  
  
FONKSİYONEL DİREKSİYON  
  
ELEKTİRİKLİ ISITMALI AYNALAR  
  
İMMOBİLİSER  
  
GÜNDÜZ FARLARI  
  
DIŞ SICAKLIK GÖSTERGESİ  
  
ISOFİX COCUK BAĞLANTI KOLTUĞU  
  
YÜKSEKLİK VE DERİNLİK AYARLI DİREKSİYON  
  
17 INÇ ÇELİK JANT  
  
ABS,ASR,ESP",1298000,29067535.0,03 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2017.0,235.800 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,Sağ Arka Kapı,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/yagiz-auto-dan-2013-model-passat-1-6-tdi-bluemotion-comfortline/29933977,"YAĞIZ AUTO

2013 MODEL

PASSAT

COMFORTLİNE

1.6 DİZEL

OTOMATIK

KM : 220.000

EKSPERTİZ

SAĞ ÖN ÇAMURLUK VE SOL ARKA KAPI DEGISEN

SOL ÖN ÇAMURLUK ,SOL ON KAPI VE SOL ARKA ÇAMURLUK LOKAL BOYALI

HARICI HATASIZ

KM UZUN YOLDA YAPILMISTIR

ARACIMIZ BAKIMLI VE SORUNSUZDUR

İÇ KOZMETİK ÇOK TEMİZ

KUPA OLARAK DİRİ BİR ARAÇTIR

​

ÖZELLIKLER:

STAR STOP

GERİ GÖRÜŞ KAMERASI

ABS - ASR - ESP

HIZ SABİTLEME

ÇELİK JANT

YOL BİLGİSAYARI

CRUISE CONTROL (HIZ LİMİTLEYİCİ)

FONKSİYONEL DİREKSİYON

BLUETOOTH, CD PLAYER, AUX

ARKA PARK, YAĞMUR ve PARK SENSÖRÜ

DERİ DİREKSİYON VİTES

ELEKTRİKLİ ISITMALI YAN AYNALAR

KLİMA

ELEKTRONİK EL FRENİ

FAR SENSÖRÜ - YAĞMUR SENSÖRÜ

ARKA PARK SENSÖRLERİ

START - STOP

LED IŞIK İÇ MEKAN GECE AYDINLATMA

TORPİDA VE KOL DAYAMA SOĞUTMAL

V.S

ALİ YENİGÜN

0533 505 34 16

​",850000,29933977.0,15 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2013.0,220.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/krediye-uygun-volkswagen-passat-cam-tavan/28741447,"![](https://i.hizliresim.com/t4q0e9q.jpg)

İKİNCİ EL KARA TAŞITLARIN TİCARETİ

HAKKINDA YÖNETMELİK HÜKÜMLERİNE GÖRE

YETKİLENDİRİLMİŞTİR​

-YETKİ BELGE NO-

-4101228-

![]()-GENEL BİLGİ-![]()

-VOLKSWAGEN PASSAT-

-OTOMATİK-

-DİZEL-

-1.6 TDI BLUEMOTİON-

-196.000 KM-

-EKSPERTİZ-

-ŞEMADA BELİRTİLMİŞTİR-

TRAMER

-60.000 TL-

-ARAÇLARIMIZ EKSPERTİZ GARANTİLİDİR-

-İSTENİLEN EXPERTİZ VE YETKİLİ SERVİSE

GÖSREREBİLİRSİNİZ-

KREDİ VE FİNANSMAN SEÇENEKLERİ

-AKBANK,TEB-

-ALJ FİNANS,AKTİFBANK-

-OTOSOR,OTOVADELİ-

-TÜRKİYE FİNANS KATILIM-

DONANIM

-PANAROMİK CAM TAVAN-

    -GENİŞ EKRAN MULTİMEDYA-

-GÜNDÜZ LED FARLAR-

-GERİ GÖRÜŞ KAMERASI-

-DİJİTAL KLİMA-

-YAGMUR SENSÖRÜ-

-FAR SENSÖRÜ-

-4 CAM OTOMATİK-

-START&STOP-

-ÖN ARKA PARK SENSÖRÜ-

-ANAHTARSIZ ÇALIŞTIRMA-

-ALIŞIMLI 19 İNC ÇELİK JANT-

-ÖN ARKA KOL DAYAMA-

-VW ANALOG SAAT-

-DİJİTAL 3 BÖLGE BAGIMSIZ KLİMA-

-ELEKTRİKLİ EL FRENİ-

-HIZ SABİTLEYİCİ-

-YOKUŞ KALKIŞ DESTEGİ-

VS.

ADRES

-MUSTAFA PAŞA MAH. ŞEHİT YILMAZ ARGON CAD-

-NO:133/B-

-GEBZE/KOCAELİ-

​",1330000,28741447.0,16 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016.0,196.000 km,Otomatik,Benzin,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,Motor Kaputu,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/karasu-motors-dan-kusursuz-passat/30832521,Yüklenecektir,1120000,30832521.0,08 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016.0,260.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Ön Tampon, Arka Tampon",Motor Kaputu,"Sol Ön Kapı, Sağ Ön Çamurluk",Sol Ön Çamurluk,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/takasda-olur-arac-2012-model-passat-orjinal-aracdir-arac-encok-tutulan-1-6-tdi-bluemotion-comfort/28559982,TAKASDA OLUR ARAÇ 2012 MODEL PASSAT ORJİNAL AYİLE ARACIDIR ARAÇ ENÇOK TUTULAN 1.6 TDİ BLUEMOTION COMFORT İÇİ BEJDİR ARACIN TÜM BAKIMLARI TİRİGERİ MUAYENESİ YENİDİR ARAÇDA AŞINMA YIPRANMA YOKTUR DETAY İÇİN ARAYIN,830000,28559982.0,08 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012.0,246.500 km,Düz,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,-,-,-,-,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-highline-2015-model/29892291,Servis bakımlı tek el kullanılmıştır kazası sürtmeden dolayıdır orjinal Higlain dır ful pakettir NOT galerici değilim şahsi aracim pilakasi01vv888 dır TLF 0544 570 73 39,1250000,29892291.0,28 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015.0,300.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,-,-,"Sağ Arka Kapı, Sağ Ön Kapı",Sağ Ön Çamurluk,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Tavan, Sol Arka Kapı, Sol Ön Kapı, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-highline-2015-model-eskisehir/29954675,2015 ful bakımlı triger devirdaim yağ ve şanzıman bakımları yeni.lastikler sıfır km 176000 orjinal eksper sol ön çamurluk boya harici hatasız tramer 2000 TL.ici dışı sıfır ayarında kuruş masrafı yoktur,1430000,29954675.0,30 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015.0,179.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,-,-,Sol Ön Çamurluk,-,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/macars-2017-volkwagen-passat/30860706,"MaCar’s 2017 Volkwagen Passat   
  
  
Sağ arka kapı boyalı   
Tramer yok",1190000,30860706.0,09 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2017.0,244.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,Sağ Arka Kapı,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2015-model/30884021,Hatasız boyasız değişensiz 100 bin km kadar servis bakımlı ağır bakımları yapılmıştır  26 bin tramer var far tampon deyişiminden dolayı ağır bakımları yapılmıştır triger volant deyişti 180 binde,1255000,30884021.0,11 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015.0,198.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/2015-highline-gorunumlu-passat-otomatik-temiz-ve-bakimli/29713960,"**ONGUN  *otomotiv***​

**﻿**![](https://r.resimlink.com/3FPsNnGw.jpeg)

2015 PASSAT 1.6 TDİ

TRENDLİNE

KM : 324.000 km

HİGHLİNE GÖRÜNÜMLÜ

![](https://r.resimlink.com/pBkgA5.jpeg)

BOYA DURUMU AŞAĞIDAKİ ŞABLONDA İŞARETLİDİR

ŞASE+PODYE+İÇ PANEL+AİRBAG  ORJİNALDİR

3 PARÇA HALİNDE , TOPLAMDA 44.000TL TRAMER VARDIR 

KESİNLİKLE PERT , AĞIR HASAR YOKTUR

EKSPER RAPORU ELİMİZDE MEVCUT

KAPORTASI VE DÖŞEMELERİ PIRIL PIRIL

SADECE UZUN YOLDA KULLANILMIŞTIR

MOTORDA EN UFAK BİR SORUN YOKTUR

![](https://r.resimlink.com/kR_eOB8g4vr0.jpeg)

HIZ SABİTLEME

YOKUŞ KALKIŞ DESTEĞİ

FAR SENSÖRÜ

YAĞMUR SENSÖRÜ

PARK SENSÖRÜ

YOL BİLGİSAYARI

VS VS....

********A D R E S                            :********

********YEŞİLOBA MAHALLESİ 46046 SOKAK********

********OTO CENTER 2.Cİ ETAP İLK SIRA********

********ONGUN OTOMOTİV********

********ADANA/SEYHAN********",905000,29713960.0,16 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2015.0,324.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Ön Tampon, Arka Tampon",Sağ Arka Çamurluk,-,"Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk",-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-business/sahibinden-volkswagen-passat-1-6-business-2019/29879998,"1.6 Business 2019  
  
2020 çıkışlı  
  
  
Boyasız tramersiz   
Araç içi temiz  
Triger 100 bin değişim  
  
Extra  
Katlanır ayna  
Geri görüş kamera  
Işıklı vites topuzu  
  
Detaylı bilgi fotoğraflarda expertiz yeni",1620000,29879998.0,27 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Business,2020.0,120.000 km,Yarı Otomatik,Dizel,Station wagon,Siyah,1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun Değil,Sahibinden,-,-,-,-,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/ulas-otomotiv-guvencesi-volkswagen-passat-highline/29141458,"![](http://i.hizliresim.com/l3oGab.png)

**ULAŞ OTOMOTİV**

**''KALİTE VE GÜVEN''​**

![](http://i.hizliresim.com/njv07B.png)

**2017 MODEL VOLKSWAGEN PASSAT B8**

**1.6 TDI BLUEMOTİON HİGHLİNE**

**ARAÇ TEMİZ VE MASRAFSIZDIR**

**GÜNDÜZ LED**

**ANAHTARSIZ ÇALIŞTIRMA**

**AMBİYANS AYDINLATMA**

**SUNROOF**

**HAYALET GÖSTERGE**

**Bİ-XENON LED FARLAR**

**ABS-ESP-ASR-EDL**

**DİJİTAL KLİMA(ÖN ARKA)**

**AİRBAG**

**YÖN AYDINLATMA FAR**

**VİRAJ AYDINLATMA**

**YOL BİLGİSİYARI**

**LASTİK BASINÇ SENSÖRÜ**

**SOĞUTMALI TORPİTO**

**KOLTUK ISITMA**

**ELEKTRİKLİ KOLTUKLAR**

**ŞOFÖR MASAJLI KOLTUK**

**YORGUNLUK ALGILAMASI**

**İMMOBİLİZER**

**ÖN ARKA KOL DAYAMA**

**İSOFİX**

**ALIŞIMLI JANTLAR**

**ELEKTRİKLİ CAMLAR**

**ELEKTRİKLİ AYNA**

**ÖN ARKA PARK SENSÖRÜ   
  
CD-AUX-MP3 ÇALAR-USB-BLUETOOTH  
  
MERKEZİ KİLİT**

![](http://i.hizliresim.com/5LAlJq.png)

**BAGAJ KAPAĞI DEĞİŞEN 2 PARÇA YÜZEYSEL BOYA MEVCUTTUR**

![](http://i.hizliresim.com/8PGvBV.png)

******DETAYLI BİLGİ İÇİN ARAYINIZ******

******[DİĞER İLANLARIMIZ İÇİN TIKLAYINIZ](https://arabam.com/galeri/ulas-otomotiv-kdz-eregli)******

******MAKUL TAKAS TEKLİFLERİ DEĞERLENDİRİLİR******

******KEPEZ Mah. Prof. Muammer Aksoy Cad. No.1******

******67300 Ereğli / ZONGULDAK******

******Tel********: +90 (536) 367 42 21******",1925000,29141458.0,21 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2017.0,150.000 km,Otomatik,Dizel,Sedan,Lacivert,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,"Sol Arka Çamurluk, Sol Arka Kapı",Arka Kaput,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2012-model/27759138,"Binilecek araba  
Aracın bütün bakımları zamanında yapılmıştır araçta tık ses yoktur  
Akü yeni değişti  
Yağ bakımı, yağ filtresi vs hepsi değiştirildi  
Araçta 18 inç jant lastik vardır  
Duble ekran geri görüş kamerası mevcuttur  
Araçta 2 değişen 2 boya vardır  
Dsg şanzuman 203.000 km de  
Ağır hasar kayıtlıdır",785000,27759138.0,08 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012.0,203.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sağ Ön Çamurluk, Ön Tampon, Arka Tampon",-,"Sol Arka Çamurluk, Sol Ön Kapı, Motor Kaputu","Sol Arka Kapı, Sol Ön Çamurluk",-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/sevilen-auto-dan-passat-hingline-paket/27832508,"# SEVİLEN AUTO

***ARACIM***

***2012***

***MODEL***

***VOLKSWAGEN***

***PASSAT***

***MANUEL***

***HİNGLİNE PAKET***

***Muanesi yeni***

***Ağır hasarlı***

***Km ORJİNAL 308 binde***

**EXPER FOTOĞRAFLARDA MEVCUTTUR**

TAKASA AÇIKTIR   PASSAT B 8 ile

**HER TÜRLÜ ARAÇLARINIZI**

**SATMANIZA YARDIMCI OLURUZ….**

**0545  408. 65  78**

İKİNCİ ELMOTORLU KARA TASITI TİCARETİNE YÖNETMELİK HÜKÜMLERİNE GÖRE

YETKİ BELGESİ NO

6300594

YETKİ BELGESİ İŞLETME ADI

***SEVİLEN AUTO***

Dediğimizin dışında herhangi bir şey çıkar ise bütün masraflarınız bize ait

Diğer bütün ilanlarımız için alttaki linkten takip & inceleye bilirsiniz

[https://arabam.com/galeri/sevilen-auto/](https://arabam.com/galeri/sevilen-auto)",690000,27832508.0,01 Temmuz 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2012.0,308.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Tavan, Ön Tampon, Arka Tampon",Sağ Arka Çamurluk,"Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu","Sol Arka Kapı, Sol Ön Çamurluk",-
